  0.735000008717E-03 -0.194444549084E+01  0.527825474739E+00
  0.318255007267E+00 -0.427545517683E+00  0.512261427939E-01
  0.318990021944E+00 -0.428363591433E+00  0.527659058571E-01
  0.319725006819E+00 -0.429155588150E+00  0.542965233326E-01
  0.320460021496E+00 -0.429921358824E+00  0.558180212975E-01
  0.321195006371E+00 -0.430661052465E+00  0.573304146528E-01
  0.321930021048E+00 -0.431374639273E+00  0.588337071240E-01
  0.322665005922E+00 -0.432062298059E+00  0.603278949857E-01
  0.323400020599E+00 -0.432724028826E+00  0.618130005896E-01
  0.324135005474E+00 -0.433359861374E+00  0.632890313864E-01
  0.324870020151E+00 -0.433969944715E+00  0.647559762001E-01
  0.325605005026E+00 -0.434554308653E+00  0.662138760090E-01
  0.326340019703E+00 -0.435112953186E+00  0.676627084613E-01
  0.327075004578E+00 -0.435645997524E+00  0.691024810076E-01
  0.327810019255E+00 -0.436153471470E+00  0.705332234502E-01
  0.328545004129E+00 -0.436635434628E+00  0.719548985362E-01
  0.329280018806E+00 -0.437092036009E+00  0.733675435185E-01
  0.330015033484E+00 -0.437523245811E+00  0.747711285949E-01
  0.330750018358E+00 -0.437929213047E+00  0.761656910181E-01
  0.331485033035E+00 -0.438309967518E+00  0.775511786342E-01
  0.332220017910E+00 -0.438665539026E+00  0.789276510477E-01
  0.332955032587E+00 -0.438995957375E+00  0.802950784564E-01
  0.333690017462E+00 -0.439301371574E+00  0.816534534097E-01
  0.334425032139E+00 -0.439581930637E+00  0.830027833581E-01
  0.335160017014E+00 -0.439837515354E+00  0.843430608511E-01
  0.335895031691E+00 -0.440068304539E+00  0.856742560863E-01
  0.336630016565E+00 -0.440274387598E+00  0.869964212179E-01
  0.337365031242E+00 -0.440455734730E+00  0.883095189929E-01
  0.338100016117E+00 -0.440612524748E+00  0.896135270596E-01
  0.338835030794E+00 -0.440744727850E+00  0.909084528685E-01
  0.339570015669E+00 -0.440852552652E+00  0.921942964196E-01
  0.340305030346E+00 -0.440936028957E+00  0.934710502625E-01
  0.341040015221E+00 -0.440995097160E+00  0.947386845946E-01
  0.341775029898E+00 -0.441029995680E+00  0.959972143173E-01
  0.342510014772E+00 -0.441040784121E+00  0.972466170788E-01
  0.343245029449E+00 -0.441027402878E+00  0.984868779778E-01
  0.343980014324E+00 -0.440990120173E+00  0.997179895639E-01
  0.344715029001E+00 -0.440928816795E+00  0.100939936936E+00
  0.345450013876E+00 -0.440843760967E+00  0.102152720094E+00
  0.346185028553E+00 -0.440734952688E+00  0.103356309235E+00
  0.346920013428E+00 -0.440602421761E+00  0.104550696909E+00
  0.347655028105E+00 -0.440446376801E+00  0.105735868216E+00
  0.348390012980E+00 -0.440266668797E+00  0.106911815703E+00
  0.349125027657E+00 -0.440063714981E+00  0.108078524470E+00
  0.349860012531E+00 -0.439837306738E+00  0.109235957265E+00
  0.350595027208E+00 -0.439587712288E+00  0.110384114087E+00
  0.351330012083E+00 -0.439314931631E+00  0.111522987485E+00
  0.352065026760E+00 -0.439019054174E+00  0.112652555108E+00
  0.352800011635E+00 -0.438700169325E+00  0.113772764802E+00
  0.353535026312E+00 -0.438358485699E+00  0.114883638918E+00
  0.354270011187E+00 -0.437993943691E+00  0.115985147655E+00
  0.355005025864E+00 -0.437606662512E+00  0.117077291012E+00
  0.355740010738E+00 -0.437196820974E+00  0.118160001934E+00
  0.356475025415E+00 -0.436764389277E+00  0.119233280420E+00
  0.357210010290E+00 -0.436309576035E+00  0.120297126472E+00
  0.357945024967E+00 -0.435832411051E+00  0.121351495385E+00
  0.358680009842E+00 -0.435333073139E+00  0.122396379709E+00
  0.359415024519E+00 -0.434811592102E+00  0.123431779444E+00
  0.360150009394E+00 -0.434267967939E+00  0.124457620084E+00
  0.360885024071E+00 -0.433702498674E+00  0.125473916531E+00
  0.361620008945E+00 -0.433115184307E+00  0.126480653882E+00
  0.362355023623E+00 -0.432506114244E+00  0.127477779984E+00
  0.363090008497E+00 -0.431875437498E+00  0.128465279937E+00
  0.363825023174E+00 -0.431223154068E+00  0.129443183541E+00
  0.364560008049E+00 -0.430549561977E+00  0.130411371589E+00
  0.365295022726E+00 -0.429854661226E+00  0.131369903684E+00
  0.366030007601E+00 -0.429138511419E+00  0.132318735123E+00
  0.366765022278E+00 -0.428401261568E+00  0.133257806301E+00
  0.367500007153E+00 -0.427643060684E+00  0.134187147021E+00
